userId,vendorId,rating,text
4,71,4,Worth every rupee. Delicious and hygienic.
5,38,3,Nice place overall though seating could improve.
7,26,3,Reasonable pricing with satisfactory quality.
22,46,5,Great flavors and quick service. Would definitely visit again.
7,37,4,Great flavors and quick service. Would definitely visit again.
21,63,4,Worth every rupee. Delicious and hygienic.
43,40,3,Good taste but waiting time was a little long.
37,73,4,One of the best meals I've had in Delhi. Highly recommended.
28,22,5,Great flavors and quick service. Would definitely visit again.
15,56,5,One of the best meals I've had in Delhi. Highly recommended.
9,43,2,Not a great experience. Can be improved.
29,46,3,Reasonable pricing with satisfactory quality.
36,14,5,Worth every rupee. Delicious and hygienic.
6,36,2,Service was slow and the order was delayed.
35,26,5,Absolutely loved the food. Fresh ingredients and excellent taste.
47,10,2,Food was cold when served and lacked flavor.
38,75,4,Worth every rupee. Delicious and hygienic.
14,5,4,Worth every rupee. Delicious and hygienic.
35,61,3,Good taste but waiting time was a little long.
24,51,5,Worth every rupee. Delicious and hygienic.
47,38,5,Worth every rupee. Delicious and hygienic.
33,12,4,Worth every rupee. Delicious and hygienic.
1,31,3,Good taste but waiting time was a little long.
49,66,5,Great flavors and quick service. Would definitely visit again.
12,73,2,Service was slow and the order was delayed.
48,62,2,Food was cold when served and lacked flavor.
15,63,5,One of the best meals I've had in Delhi. Highly recommended.
24,30,5,Great flavors and quick service. Would definitely visit again.
34,47,4,Authentic taste with generous portions and friendly staff.
3,6,1,Expected better quality for the price.
7,67,4,One of the best meals I've had in Delhi. Highly recommended.
48,34,4,Worth every rupee. Delicious and hygienic.
12,49,3,Nice place overall though seating could improve.
38,10,4,Authentic taste with generous portions and friendly staff.
15,67,4,One of the best meals I've had in Delhi. Highly recommended.
32,62,2,Food was cold when served and lacked flavor.
33,18,4,Great flavors and quick service. Would definitely visit again.
5,66,4,Great flavors and quick service. Would definitely visit again.
10,24,5,Worth every rupee. Delicious and hygienic.
46,16,3,Reasonable pricing with satisfactory quality.
22,15,4,Authentic taste with generous portions and friendly staff.
31,27,4,Authentic taste with generous portions and friendly staff.
2,32,5,Worth every rupee. Delicious and hygienic.
38,21,5,Worth every rupee. Delicious and hygienic.
3,74,5,Great flavors and quick service. Would definitely visit again.
17,24,4,Authentic taste with generous portions and friendly staff.
39,73,4,One of the best meals I've had in Delhi. Highly recommended.
6,28,4,Authentic taste with generous portions and friendly staff.
31,22,5,Authentic taste with generous portions and friendly staff.
39,19,3,Good taste but waiting time was a little long.
40,66,5,One of the best meals I've had in Delhi. Highly recommended.
30,9,5,Authentic taste with generous portions and friendly staff.
9,14,5,Worth every rupee. Delicious and hygienic.
33,54,3,Food was decent and service was average.
12,61,2,Food was cold when served and lacked flavor.
35,65,3,Food was decent and service was average.
31,17,2,Food was cold when served and lacked flavor.
50,56,4,One of the best meals I've had in Delhi. Highly recommended.
3,68,4,Authentic taste with generous portions and friendly staff.
50,49,4,Worth every rupee. Delicious and hygienic.
7,55,5,Authentic taste with generous portions and friendly staff.
50,30,2,Food was cold when served and lacked flavor.
19,70,4,Great flavors and quick service. Would definitely visit again.
1,1,4,Absolutely loved the food. Fresh ingredients and excellent taste.
34,1,4,Great flavors and quick service. Would definitely visit again.
45,41,4,Absolutely loved the food. Fresh ingredients and excellent taste.
10,55,3,Nice place overall though seating could improve.
17,69,4,One of the best meals I've had in Delhi. Highly recommended.
40,36,1,Not a great experience. Can be improved.
49,27,4,Worth every rupee. Delicious and hygienic.
31,23,4,Worth every rupee. Delicious and hygienic.
31,33,1,Expected better quality for the price.
50,51,3,Food was decent and service was average.
48,30,4,Great flavors and quick service. Would definitely visit again.
7,28,4,One of the best meals I've had in Delhi. Highly recommended.
36,7,5,Absolutely loved the food. Fresh ingredients and excellent taste.
6,19,4,Worth every rupee. Delicious and hygienic.
28,12,5,Great flavors and quick service. Would definitely visit again.
24,11,4,Authentic taste with generous portions and friendly staff.
26,67,5,Worth every rupee. Delicious and hygienic.
4,23,4,Authentic taste with generous portions and friendly staff.
1,26,2,Expected better quality for the price.
13,5,3,Good taste but waiting time was a little long.
40,22,3,Nice place overall though seating could improve.
16,1,1,Food was cold when served and lacked flavor.
18,52,4,Authentic taste with generous portions and friendly staff.
26,26,4,Absolutely loved the food. Fresh ingredients and excellent taste.
6,71,5,Worth every rupee. Delicious and hygienic.
38,45,5,One of the best meals I've had in Delhi. Highly recommended.
15,25,4,Authentic taste with generous portions and friendly staff.
37,1,5,Authentic taste with generous portions and friendly staff.
33,14,4,Worth every rupee. Delicious and hygienic.
19,44,2,Expected better quality for the price.
35,74,5,Authentic taste with generous portions and friendly staff.
25,73,4,Great flavors and quick service. Would definitely visit again.
49,44,1,Not a great experience. Can be improved.
44,59,2,Food was cold when served and lacked flavor.
31,15,5,Authentic taste with generous portions and friendly staff.
41,29,3,Good taste but waiting time was a little long.
21,53,1,Food was cold when served and lacked flavor.
45,34,5,Absolutely loved the food. Fresh ingredients and excellent taste.
26,44,5,Great flavors and quick service. Would definitely visit again.
31,41,4,Worth every rupee. Delicious and hygienic.
18,24,2,Service was slow and the order was delayed.
32,26,5,Great flavors and quick service. Would definitely visit again.
17,27,5,Great flavors and quick service. Would definitely visit again.
40,46,5,Absolutely loved the food. Fresh ingredients and excellent taste.
8,11,3,Reasonable pricing with satisfactory quality.
40,1,3,Food was decent and service was average.
31,48,4,Authentic taste with generous portions and friendly staff.
37,36,4,Worth every rupee. Delicious and hygienic.
18,51,5,Worth every rupee. Delicious and hygienic.
9,7,4,Authentic taste with generous portions and friendly staff.
31,70,5,One of the best meals I've had in Delhi. Highly recommended.
26,23,4,Absolutely loved the food. Fresh ingredients and excellent taste.
45,67,4,Absolutely loved the food. Fresh ingredients and excellent taste.
1,27,4,Absolutely loved the food. Fresh ingredients and excellent taste.
21,47,4,One of the best meals I've had in Delhi. Highly recommended.
12,71,5,One of the best meals I've had in Delhi. Highly recommended.
31,44,4,Authentic taste with generous portions and friendly staff.
28,27,4,One of the best meals I've had in Delhi. Highly recommended.
24,52,5,Great flavors and quick service. Would definitely visit again.
37,17,1,Service was slow and the order was delayed.
